Country/Region,Date,Cases,Death,StartDate,days,CasesLog,DeathLog,CFR,dateStr,CFRStr,NewCase,NewDeath,NewDeathLog,NewCaseLog
Spain,2020-02-14,2.0,0.0,2020-03-02,-17,1.0986122886681098,0.0,0.0,02/14,0.0%,0.0,0.0,0.0,0.0
Spain,2020-02-15,2.0,0.0,2020-03-02,-16,1.0986122886681098,0.0,0.0,02/15,0.0%,0.0,0.0,0.0,0.0
Spain,2020-02-16,2.0,0.0,2020-03-02,-15,1.0986122886681098,0.0,0.0,02/16,0.0%,0.0,0.0,0.0,0.0
Spain,2020-02-17,2.0,0.0,2020-03-02,-14,1.0986122886681098,0.0,0.0,02/17,0.0%,0.0,0.0,0.0,0.0
Spain,2020-02-18,2.0,0.0,2020-03-02,-13,1.0986122886681098,0.0,0.0,02/18,0.0%,0.0,0.0,0.0,0.0
Spain,2020-02-19,2.0,0.0,2020-03-02,-12,1.0986122886681098,0.0,0.0,02/19,0.0%,0.0,0.0,0.0,0.0
Spain,2020-02-20,2.0,0.0,2020-03-02,-11,1.0986122886681098,0.0,0.0,02/20,0.0%,0.0,0.0,0.0,0.0
Spain,2020-02-21,2.0,0.0,2020-03-02,-10,1.0986122886681098,0.0,0.0,02/21,0.0%,0.0,0.0,0.0,0.0
Spain,2020-02-22,2.0,0.0,2020-03-02,-9,1.0986122886681098,0.0,0.0,02/22,0.0%,0.0,0.0,0.0,0.0
Spain,2020-02-23,2.0,0.0,2020-03-02,-8,1.0986122886681098,0.0,0.0,02/23,0.0%,0.0,0.0,0.0,0.0
Spain,2020-02-24,2.0,0.0,2020-03-02,-7,1.0986122886681098,0.0,0.0,02/24,0.0%,0.0,0.0,0.0,0.0
Spain,2020-02-25,6.0,0.0,2020-03-02,-6,1.9459101490553132,0.0,0.0,02/25,0.0%,4.0,0.0,0.0,1.6094379124341003
Spain,2020-02-26,13.0,0.0,2020-03-02,-5,2.6390573296152584,0.0,0.0,02/26,0.0%,7.0,0.0,0.0,2.0794415416798357
Spain,2020-02-27,15.0,0.0,2020-03-02,-4,2.772588722239781,0.0,0.0,02/27,0.0%,2.0,0.0,0.0,1.0986122886681098
Spain,2020-02-28,32.0,0.0,2020-03-02,-3,3.4965075614664802,0.0,0.0,02/28,0.0%,17.0,0.0,0.0,2.8903717578961645
Spain,2020-02-29,45.0,0.0,2020-03-02,-2,3.828641396489095,0.0,0.0,02/29,0.0%,13.0,0.0,0.0,2.6390573296152584
Spain,2020-03-01,84.0,0.0,2020-03-02,-1,4.442651256490317,0.0,0.0,03/01,0.0%,39.0,0.0,0.0,3.6888794541139363
Spain,2020-03-02,120.0,0.0,2020-03-02,0,4.795790545596741,0.0,0.0,03/02,0.0%,36.0,0.0,0.0,3.6109179126442243
Spain,2020-03-03,165.0,1.0,2020-03-02,1,5.111987788356544,0.6931471805599453,0.006060602387513704,03/03,0.60%,45.0,1.0,0.6931471805599453,3.828641396489095
Spain,2020-03-04,222.0,2.0,2020-03-02,2,5.407171771460119,1.0986122886681098,0.00900900495089867,03/04,0.90%,57.0,1.0,0.6931471805599453,4.060443010546419
Spain,2020-03-05,259.0,3.0,2020-03-02,3,5.560681631015528,1.3862943611198906,0.011583007110808067,03/05,1.15%,37.0,1.0,0.6931471805599453,3.6375861597263857
Spain,2020-03-06,400.0,5.0,2020-03-02,4,5.993961427306569,1.791759469228055,0.012499996875000781,03/06,1.24%,141.0,2.0,1.0986122886681098,4.955827057601261
Spain,2020-03-07,500.0,10.0,2020-03-02,5,6.2166061010848646,2.3978952727983707,0.0199999960000008,03/07,1.99%,100.0,5.0,1.791759469228055,4.61512051684126
Spain,2020-03-08,673.0,17.0,2020-03-02,6,6.513230110912307,2.8903717578961645,0.025260025964334923,03/08,2.52%,173.0,7.0,2.0794415416798357,5.159055299214529
Spain,2020-03-09,1073.0,28.0,2020-03-02,7,6.97914527506881,3.367295829986474,0.02609505814584733,03/09,2.60%,400.0,11.0,2.4849066497880004,5.993961427306569
Spain,2020-03-10,1695.0,35.0,2020-03-02,8,7.4360278163518485,3.58351893845611,0.020648966333394317,03/10,2.06%,622.0,7.0,2.0794415416798357,6.434546518787453
Spain,2020-03-11,2277.0,54.0,2020-03-02,9,7.731053144007127,4.007333185232471,0.023715413978242686,03/11,2.37%,582.0,19.0,2.995732273553991,6.368187186350492
Spain,2020-03-12,2277.0,55.0,2020-03-02,10,7.731053144007127,4.02535169073515,0.024154588311173106,03/12,2.41%,0.0,1.0,0.6931471805599453,0.0
Spain,2020-03-13,5232.0,133.0,2020-03-02,11,8.562740006372207,4.897839799950911,0.025420488810770473,03/13,2.54%,2955.0,78.0,4.3694478524670215,7.991592282068092
Spain,2020-03-14,6391.0,195.0,2020-03-02,12,8.76280248744611,5.278114659230517,0.030511656540265112,03/14,3.05%,1159.0,62.0,4.143134726391533,7.05617528410041
Spain,2020-03-15,7798.0,289.0,2020-03-02,13,8.961750799330497,5.66988092298052,0.03706078434135952,03/15,3.70%,1407.0,94.0,4.553876891600541,7.249925536717988
Spain,2020-03-16,9942.0,342.0,2020-03-02,14,9.204624064980074,5.8377304471659395,0.03439951685375662,03/16,3.43%,2144.0,53.0,3.9889840465642745,7.6708948313621175
Spain,2020-03-17,11748.0,533.0,2020-03-02,15,9.371523409567573,6.280395838960195,0.04536942419671924,03/17,4.53%,1806.0,191.0,5.2574953720277815,7.499423290592229
Spain,2020-03-18,13910.0,623.0,2020-03-02,16,9.54043517305957,6.436150368369428,0.04478792203603219,03/18,4.47%,2162.0,90.0,4.51085950651685,7.679251425953058
Spain,2020-03-19,17963.0,830.0,2020-03-02,17,9.796125034207629,6.7226297948554485,0.04620609003949178,03/19,4.62%,4053.0,207.0,5.337538079701318,8.307459327011946
Spain,2020-03-20,20410.0,1043.0,2020-03-02,18,9.923829250194043,6.950814768442584,0.05110240053355022,03/20,5.11%,2447.0,213.0,5.365976015021851,7.803026643632217
Spain,2020-03-21,25374.0,1375.0,2020-03-02,19,10.141519716344089,7.226936018493289,0.05418932744467042,03/21,5.41%,4964.0,332.0,5.808142489980444,8.510168576479273
Spain,2020-03-22,28768.0,1772.0,2020-03-02,20,10.267053697512587,7.480428306074208,0.061596217805908585,03/22,6.15%,3394.0,397.0,5.986452005284438,8.130059039992796
Spain,2020-03-23,35136.0,2311.0,2020-03-02,21,10.467009985302088,7.7458682297922685,0.0657729961698173,03/23,6.57%,6368.0,539.0,6.29156913955832,8.759197750371365
Spain,2020-03-24,39885.0,2808.0,2020-03-02,22,10.593780664113167,7.940583827104244,0.0704024067433812,03/24,7.04%,4749.0,497.0,6.210600077024653,8.465899897028686
US,2020-01-23,1.0,0.0,2020-02-27,-35,0.6931471805599453,0.0,0.0,01/23,0.0%,0.0,0.0,0.0,0.0
US,2020-01-24,2.0,0.0,2020-02-27,-34,1.0986122886681098,0.0,0.0,01/24,0.0%,1.0,0.0,0.0,0.6931471805599453
US,2020-01-25,2.0,0.0,2020-02-27,-33,1.0986122886681098,0.0,0.0,01/25,0.0%,0.0,0.0,0.0,0.0
US,2020-01-26,5.0,0.0,2020-02-27,-32,1.791759469228055,0.0,0.0,01/26,0.0%,3.0,0.0,0.0,1.3862943611198906
US,2020-01-27,5.0,0.0,2020-02-27,-31,1.791759469228055,0.0,0.0,01/27,0.0%,0.0,0.0,0.0,0.0
US,2020-01-28,5.0,0.0,2020-02-27,-30,1.791759469228055,0.0,0.0,01/28,0.0%,0.0,0.0,0.0,0.0
US,2020-01-29,5.0,0.0,2020-02-27,-29,1.791759469228055,0.0,0.0,01/29,0.0%,0.0,0.0,0.0,0.0
US,2020-01-30,5.0,0.0,2020-02-27,-28,1.791759469228055,0.0,0.0,01/30,0.0%,0.0,0.0,0.0,0.0
US,2020-01-31,7.0,0.0,2020-02-27,-27,2.0794415416798357,0.0,0.0,01/31,0.0%,2.0,0.0,0.0,1.0986122886681098
US,2020-02-01,8.0,0.0,2020-02-27,-26,2.1972245773362196,0.0,0.0,02/01,0.0%,1.0,0.0,0.0,0.6931471805599453
US,2020-02-02,8.0,0.0,2020-02-27,-25,2.1972245773362196,0.0,0.0,02/02,0.0%,0.0,0.0,0.0,0.0
US,2020-02-03,11.0,0.0,2020-02-27,-24,2.4849066497880004,0.0,0.0,02/03,0.0%,3.0,0.0,0.0,1.3862943611198906
US,2020-02-04,11.0,0.0,2020-02-27,-23,2.4849066497880004,0.0,0.0,02/04,0.0%,0.0,0.0,0.0,0.0
US,2020-02-05,11.0,0.0,2020-02-27,-22,2.4849066497880004,0.0,0.0,02/05,0.0%,0.0,0.0,0.0,0.0
US,2020-02-06,11.0,0.0,2020-02-27,-21,2.4849066497880004,0.0,0.0,02/06,0.0%,0.0,0.0,0.0,0.0
US,2020-02-07,11.0,0.0,2020-02-27,-20,2.4849066497880004,0.0,0.0,02/07,0.0%,0.0,0.0,0.0,0.0
US,2020-02-08,11.0,0.0,2020-02-27,-19,2.4849066497880004,0.0,0.0,02/08,0.0%,0.0,0.0,0.0,0.0
US,2020-02-09,11.0,0.0,2020-02-27,-18,2.4849066497880004,0.0,0.0,02/09,0.0%,0.0,0.0,0.0,0.0
US,2020-02-10,11.0,0.0,2020-02-27,-17,2.4849066497880004,0.0,0.0,02/10,0.0%,0.0,0.0,0.0,0.0
US,2020-02-11,12.0,0.0,2020-02-27,-16,2.5649493574615367,0.0,0.0,02/11,0.0%,1.0,0.0,0.0,0.6931471805599453
US,2020-02-12,12.0,0.0,2020-02-27,-15,2.5649493574615367,0.0,0.0,02/12,0.0%,0.0,0.0,0.0,0.0
US,2020-02-13,13.0,0.0,2020-02-27,-14,2.6390573296152584,0.0,0.0,02/13,0.0%,1.0,0.0,0.0,0.6931471805599453
US,2020-02-14,13.0,0.0,2020-02-27,-13,2.6390573296152584,0.0,0.0,02/14,0.0%,0.0,0.0,0.0,0.0
US,2020-02-15,13.0,0.0,2020-02-27,-12,2.6390573296152584,0.0,0.0,02/15,0.0%,0.0,0.0,0.0,0.0
US,2020-02-16,13.0,0.0,2020-02-27,-11,2.6390573296152584,0.0,0.0,02/16,0.0%,0.0,0.0,0.0,0.0
US,2020-02-17,13.0,0.0,2020-02-27,-10,2.6390573296152584,0.0,0.0,02/17,0.0%,0.0,0.0,0.0,0.0
US,2020-02-18,13.0,0.0,2020-02-27,-9,2.6390573296152584,0.0,0.0,02/18,0.0%,0.0,0.0,0.0,0.0
US,2020-02-19,13.0,0.0,2020-02-27,-8,2.6390573296152584,0.0,0.0,02/19,0.0%,0.0,0.0,0.0,0.0
US,2020-02-20,13.0,0.0,2020-02-27,-7,2.6390573296152584,0.0,0.0,02/20,0.0%,0.0,0.0,0.0,0.0
US,2020-02-21,15.0,0.0,2020-02-27,-6,2.772588722239781,0.0,0.0,02/21,0.0%,2.0,0.0,0.0,1.0986122886681098
US,2020-02-22,15.0,0.0,2020-02-27,-5,2.772588722239781,0.0,0.0,02/22,0.0%,0.0,0.0,0.0,0.0
US,2020-02-23,15.0,0.0,2020-02-27,-4,2.772588722239781,0.0,0.0,02/23,0.0%,0.0,0.0,0.0,0.0
US,2020-02-24,51.0,0.0,2020-02-27,-3,3.9512437185814275,0.0,0.0,02/24,0.0%,36.0,0.0,0.0,3.6109179126442243
US,2020-02-25,51.0,0.0,2020-02-27,-2,3.9512437185814275,0.0,0.0,02/25,0.0%,0.0,0.0,0.0,0.0
US,2020-02-26,57.0,0.0,2020-02-27,-1,4.060443010546419,0.0,0.0,02/26,0.0%,6.0,0.0,0.0,1.9459101490553132
US,2020-02-27,58.0,0.0,2020-02-27,0,4.07753744390572,0.0,0.0,02/27,0.0%,1.0,0.0,0.0,0.6931471805599453
US,2020-02-28,60.0,0.0,2020-02-27,1,4.110873864173311,0.0,0.0,02/28,0.0%,2.0,0.0,0.0,1.0986122886681098
US,2020-02-29,68.0,1.0,2020-02-27,2,4.23410650459726,0.6931471805599453,0.014705860726675402,02/29,1.47%,8.0,1.0,0.6931471805599453,2.1972245773362196
US,2020-03-01,74.0,1.0,2020-02-27,3,4.31748811353631,0.6931471805599453,0.013513495252033443,03/01,1.35%,6.0,0.0,0.0,1.9459101490553132
US,2020-03-02,98.0,6.0,2020-02-27,4,4.59511985013459,1.9459101490553132,0.061224427322012935,03/02,6.12%,24.0,5.0,1.791759469228055,3.2188758248682006
US,2020-03-03,118.0,7.0,2020-02-27,5,4.77912349311153,2.0794415416798357,0.059321983625437606,03/03,5.93%,20.0,1.0,0.6931471805599453,3.044522437723423
US,2020-03-04,149.0,11.0,2020-02-27,6,5.0106352940962555,2.4849066497880004,0.07382545380842026,03/04,7.38%,31.0,4.0,1.6094379124341003,3.4657359027997265
US,2020-03-05,217.0,12.0,2020-02-27,7,5.384495062789089,2.5649493574615367,0.05529951368686005,03/05,5.52%,68.0,1.0,0.6931471805599453,4.23410650459726
US,2020-03-06,262.0,14.0,2020-02-27,8,5.572154032177765,2.70805020110221,0.05343509410874271,03/06,5.34%,45.0,2.0,1.0986122886681098,3.828641396489095
US,2020-03-07,402.0,17.0,2020-02-27,9,5.998936561946683,2.8903717578961645,0.042288546694391374,03/07,4.22%,140.0,3.0,1.3862943611198906,4.948759890378168
US,2020-03-08,518.0,21.0,2020-02-27,10,6.251903883165888,3.091042453358316,0.04054053271418288,03/08,4.05%,116.0,4.0,1.6094379124341003,4.762173934797756
US,2020-03-09,583.0,22.0,2020-02-27,11,6.369900982828227,3.1354942159291497,0.0377358425839035,03/09,3.77%,65.0,1.0,0.6931471805599453,4.189654742026425
US,2020-03-10,959.0,28.0,2020-02-27,12,6.866933284461882,3.367295829986474,0.0291970772474372,03/10,2.91%,376.0,6.0,1.9459101490553132,5.932245187448011
US,2020-03-11,1281.0,36.0,2020-02-27,13,7.156176637480615,3.6109179126442243,0.028103042302650875,03/11,2.81%,322.0,8.0,2.1972245773362196,5.777652323222656
US,2020-03-12,1663.0,40.0,2020-02-27,14,7.416979621381154,3.713572066704308,0.02405291496975857,03/12,2.40%,382.0,4.0,1.6094379124341003,5.948034989180646
US,2020-03-13,2179.0,47.0,2020-02-27,15,7.687080155783135,3.871201010907891,0.02156952631622183,03/13,2.15%,516.0,7.0,2.0794415416798357,6.248042874508429
US,2020-03-14,2727.0,54.0,2020-02-27,16,7.911324018963353,4.007333185232471,0.019801979471874606,03/14,1.98%,548.0,7.0,2.0794415416798357,6.3080984415095305
US,2020-03-15,3499.0,63.0,2020-02-27,17,8.160518247477505,4.1588830833596715,0.018005143812370852,03/15,1.80%,772.0,9.0,2.302585092994046,6.650279048587422
US,2020-03-16,4632.0,85.0,2020-02-27,18,8.440959885416648,4.454347296253507,0.018350604094330654,03/16,1.83%,1133.0,22.0,3.1354942159291497,7.033506484287697
US,2020-03-17,6421.0,108.0,2020-02-27,19,8.76748487464946,4.6913478822291435,0.016819809736492605,03/17,1.68%,1789.0,23.0,3.1780538303479458,7.489970898834801
US,2020-03-18,7783.0,118.0,2020-02-27,20,8.959825623865841,4.77912349311153,0.015161248680955303,03/18,1.51%,1362.0,10.0,2.3978952727983707,7.217443431696533
US,2020-03-19,13677.0,200.0,2020-02-27,21,9.523543981658042,5.303304908059076,0.014623089751969806,03/19,1.46%,5894.0,82.0,4.418840607796598,8.68185981297147
US,2020-03-20,19100.0,244.0,2020-02-27,22,9.857495968685136,5.501258210544727,0.012774869043063512,03/20,1.27%,5423.0,44.0,3.8066624897703196,8.598588829620232
US,2020-03-21,25489.0,307.0,2020-02-27,23,10.146041497370161,5.730099782973574,0.012044411267431396,03/21,1.20%,6389.0,63.0,4.1588830833596715,8.762489547371581
US,2020-03-22,33276.0,417.0,2020-02-27,24,10.41262174664114,6.035481432524756,0.012531554235690726,03/22,1.25%,7787.0,110.0,4.709530201312334,8.960339366492091
US,2020-03-23,43847.0,557.0,2020-02-27,25,10.688484386725952,6.324358962381311,0.012703263592256566,03/23,1.27%,10571.0,140.0,4.948759890378168,9.26596427572418
US,2020-03-24,53740.0,706.0,2020-02-27,26,10.89193149010949,6.561030665896573,0.013137327850507393,03/24,1.31%,9893.0,149.0,5.0106352940962555,9.199683791787654
