Province/State,Country/Region,Lat,Lon,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,death_per_100_case,death_past_3_days
Grand Princess,Canada,37.6489,-122.6655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.0,0.0,0.0,0.8450980400142568,0.3010299956639812,0.0,0.3010299956639812,0.0,0.6020599913279624,0.0,0.0,0.0,0.0
Manitoba,Canada,53.7609,-98.8139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.6020599913279624,0.3010299956639812,0.9030899869919435,0.47712125471966244,0.0,0.3010299956639812,0.47712125471966244,0.0,0.3010299956639812,0.0,0.0
New Brunswick,Canada,46.5653,-66.4619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.6989700043360189,0.47712125471966244,0.6020599913279624,0.0,0.0,0.8450980400142568,0.0,0.0,0.3010299956639812,0.0,0.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.47712125471966244,0.0,0.0,0.3010299956639812,0.47712125471966244,0.6020599913279624,1.2041199826559248,1.0791812460476249,0.0,0.0
Nova Scotia,Canada,44.681999999999995,-63.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7781512503836436,0.47712125471966244,0.7781512503836436,0.47712125471966244,0.3010299956639812,0.8450980400142568,0.9030899869919435,1.146128035678238,1.0413926851582251,0.0,0.0
Ontario,Canada,51.2538,-85.3232,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.47712125471966244,0.0,0.7781512503836436,0.6989700043360189,0.6020599913279624,0.47712125471966244,0.0,0.47712125471966244,0.6020599913279624,0.6020599913279624,0.3010299956639812,0.7781512503836436,0.47712125471966244,0.7781512503836436,0.3010299956639812,1.5185139398778875,0.7781512503836436,1.414973347970818,1.8692317197309762,0.9542425094393249,1.568201724066995,1.568201724066995,1.7160033436347992,1.845098040014257,1.6901960800285136,1.8976270912904414,1.9344984512435677,1.1904762,4.0
Prince Edward Island,Canada,46.5107,-63.4168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0
Quebec,Canada,52.9399,-73.5491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.6989700043360189,0.3010299956639812,0.9542425094393249,0.0,0.9030899869919435,1.4313637641589874,1.3979400086720377,1.3222192947339193,1.4471580313422192,1.2787536009528289,1.6334684555795864,1.591064607026499,2.6127838567197355,2.586587304671755,0.39486676,-1.0
Saskatchewan,Canada,52.9399,-106.4509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.0,0.0,0.7781512503836436,0.0,0.3010299956639812,0.9542425094393249,0.6989700043360189,0.8450980400142568,1.4313637641589874,1.1760912590556813,0.8450980400142568,0.0,0.0
,Central African Republic,6.6111,20.9394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0
,Chad,15.4542,18.7322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.47712125471966244,0.0,0.0
,Chile,-35.6751,-71.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.6020599913279624,0.0,0.0,0.6989700043360189,0.0,0.7781512503836436,1.0413926851582251,0.0,1.3222192947339193,1.2787536009528289,1.146128035678238,1.9138138523837167,1.6720978579357175,1.5797835966168101,0.0,2.294466226161593,2.0170333392987803,1.9822712330395684,2.060697840353612,2.247973266361807,0.21691975,2.0
Anhui,China,31.8257,117.2264,0.9542425094393249,0.8450980400142568,1.3979400086720377,1.3424226808222062,1.0413926851582251,1.568201724066995,1.6720978579357175,1.6901960800285136,1.5797835966168101,1.7853298350107671,1.6434526764861874,1.8388490907372552,1.863322860120456,1.7075701760979363,1.792391689498254,1.8750612633917,1.8388490907372552,1.6720978579357175,1.7160033436347992,1.4913616938342726,1.4771212547196624,1.3424226808222062,1.3979400086720377,1.2304489213782739,1.1139433523068367,1.0791812460476249,1.0,0.6989700043360189,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60606056,0.0
Beijing,China,40.1824,116.4142,0.9542425094393249,1.1760912590556813,0.7781512503836436,1.4471580313422192,1.1139433523068367,1.0791812460476249,1.3222192947339193,0.6020599913279624,1.414973347970818,1.4771212547196624,1.380211241711606,1.3424226808222062,1.2304489213782739,1.414973347970818,1.3424226808222062,1.380211241711606,1.2787536009528289,1.0791812460476249,1.0791812460476249,0.7781512503836436,1.0413926851582251,1.1760912590556813,0.8450980400142568,0.6020599913279624,0.7781512503836436,0.3010299956639812,0.8450980400142568,0.8450980400142568,0.47712125471966244,0.3010299956639812,0.6020599913279624,0.0,0.0,0.3010299956639812,0.0,1.0413926851582251,0.0,0.3010299956639812,0.47712125471966244,0.3010299956639812,0.0,0.6989700043360189,0.0,0.6989700043360189,0.6989700043360189,0.47712125471966244,0.0,0.3010299956639812,0.8450980400142568,0.0,0.3010299956639812,0.3010299956639812,0.7781512503836436,1.0413926851582251,0.6989700043360189,1.146128035678238,1.0791812460476249,1.0791812460476249,1.146128035678238,1.2787536009528289,1.2041199826559248,1.3424226808222062,1.4336917,0.0
Chongqing,China,30.0572,107.874,0.6020599913279624,1.2787536009528289,1.4913616938342726,1.2787536009528289,1.5563025007672873,1.3617278360175928,1.2041199826559248,1.5563025007672873,1.4771212547196624,1.568201724066995,1.7323937598229686,1.5797835966168101,1.4771212547196624,1.380211241711606,1.3617278360175928,1.2041199826559248,0.47712125471966244,1.6127838567197355,1.2787536009528289,1.3010299956639813,1.146128035678238,1.0791812460476249,0.9542425094393249,0.9030899869919435,0.9030899869919435,0.47712125471966244,0.47712125471966244,0.7781512503836436,0.9030899869919435,0.7781512503836436,0.3010299956639812,0.47712125471966244,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.0,1.0380623,0.0
Fujian,China,26.0789,117.9874,0.6989700043360189,0.7781512503836436,0.9542425094393249,1.255272505103306,1.3979400086720377,1.3424226808222062,0.6989700043360189,1.255272505103306,1.3010299956639813,1.3979400086720377,1.2041199826559248,1.3222192947339193,1.2041199826559248,1.0791812460476249,1.0413926851582251,1.0,1.2041199826559248,1.0791812460476249,1.0791812460476249,0.8450980400142568,0.7781512503836436,0.9030899869919435,0.47712125471966244,0.6989700043360189,0.47712125471966244,0.6020599913279624,0.47712125471966244,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.6989700043360189,1.0413926851582251,0.0,0.7781512503836436,0.3144654,0.0
Gansu,China,37.8099,101.0583,0.47712125471966244,0.0,0.47712125471966244,0.6020599913279624,0.9030899869919435,0.7781512503836436,0.7781512503836436,0.47712125471966244,0.6020599913279624,1.0791812460476249,1.0791812460476249,0.6989700043360189,0.47712125471966244,0.7781512503836436,0.0,0.7781512503836436,1.1139433523068367,0.6989700043360189,0.0,0.6020599913279624,0.3010299956639812,0.6020599913279624,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0791812460476249,1.255272505103306,0.3010299956639812,0.6989700043360189,0.0,0.3010299956639812,0.47712125471966244,0.0,0.0,0.47712125471966244,0.6989700043360189,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.47712125471966244,0.0,0.0,1.4705882,0.0
Guangdong,China,23.3417,113.4244,0.8450980400142568,1.3424226808222062,1.414973347970818,1.5314789170422551,1.6127838567197355,1.7558748556724915,1.8512583487190752,1.8920946026904804,1.919078092376074,2.0,1.9912260756924949,1.9731278535996986,1.9493900066449128,1.919078092376074,1.8808135922807914,1.8129133566428555,1.792391689498254,1.568201724066995,1.462397997898956,1.2787536009528289,1.6334684555795864,1.3617278360175928,1.3222192947339193,1.5314789170422551,1.3617278360175928,0.8450980400142568,0.8450980400142568,0.6020599913279624,0.3010299956639812,0.3010299956639812,0.8450980400142568,0.6020599913279624,0.6020599913279624,0.47712125471966244,0.0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.3010299956639812,0.0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.6020599913279624,0.0,0.0,0.0,0.6989700043360189,0.3010299956639812,0.6020599913279624,0.8450980400142568,0.9542425094393249,1.255272505103306,0.7781512503836436,1.146128035678238,0.47712125471966244,1.146128035678238,0.5602241,0.0
Guangxi,China,23.8298,108.7881,0.6020599913279624,1.2787536009528289,0.0,1.146128035678238,1.0413926851582251,0.7781512503836436,0.9030899869919435,1.3222192947339193,1.0,1.146128035678238,1.0791812460476249,1.2304489213782739,1.1139433523068367,1.0791812460476249,1.2787536009528289,0.6989700043360189,1.0791812460476249,1.1139433523068367,1.2041199826559248,0.7781512503836436,0.9030899869919435,0.0,0.6989700043360189,1.0,0.47712125471966244,0.3010299956639812,0.6989700043360189,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.6020599913279624,0.0,0.47712125471966244,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.78740156,0.0
Guizhou,China,26.8154,106.8748,0.47712125471966244,0.0,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.47712125471966244,0.0,0.6020599913279624,1.255272505103306,0.0,1.0,0.9542425094393249,1.1139433523068367,0.8450980400142568,0.9030899869919435,1.0413926851582251,0.9542425094393249,1.0413926851582251,1.0413926851582251,1.2787536009528289,0.8450980400142568,0.47712125471966244,0.7781512503836436,0.6020599913279624,0.3010299956639812,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.369863,0.0
Hainan,China,19.1959,109.7453,0.3010299956639812,0.6020599913279624,1.0791812460476249,0.6020599913279624,1.0791812460476249,0.9030899869919435,0.6020599913279624,0.6020599913279624,0.8450980400142568,1.0413926851582251,0.47712125471966244,0.9542425094393249,0.9542425094393249,1.3010299956639813,0.9030899869919435,1.0791812460476249,0.9030899869919435,0.9030899869919435,0.9030899869919435,0.8450980400142568,1.146128035678238,0.0,0.47712125471966244,0.6020599913279624,0.0,0.3010299956639812,0.0,0.7781512503836436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714288,0.0
Hebei,China,39.549,116.1306,0.0,0.3010299956639812,0.8450980400142568,0.7781512503836436,0.7781512503836436,1.2041199826559248,1.2041199826559248,1.255272505103306,1.255272505103306,1.1760912590556813,0.9542425094393249,1.0,1.146128035678238,1.0,1.3617278360175928,1.2041199826559248,1.380211241711606,1.0791812460476249,1.1139433523068367,1.3424226808222062,1.1139433523068367,1.1760912590556813,1.2787536009528289,0.9542425094393249,1.0,0.3010299956639812,0.7781512503836436,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.0,0.0,0.3010299956639812,0.7781512503836436,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,1.8808776,0.0
Heilongjiang,China,47.861999999999995,127.7615,0.47712125471966244,0.47712125471966244,0.7781512503836436,0.8450980400142568,0.8450980400142568,1.1139433523068367,0.7781512503836436,0.8450980400142568,1.2041199826559248,1.3424226808222062,1.2041199826559248,1.4313637641589874,1.5440680443502757,1.5563025007672873,1.5797835966168101,1.7075701760979363,1.2787536009528289,1.1139433523068367,1.3979400086720377,1.4771212547196624,1.2787536009528289,1.255272505103306,1.3979400086720377,0.8450980400142568,1.3222192947339193,1.1139433523068367,0.9030899869919435,0.8450980400142568,0.8450980400142568,0.6020599913279624,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.0,2.6859503,0.0
Henan,China,33.882,113.61399999999999,0.0,0.6989700043360189,1.380211241711606,1.7160033436347992,1.662757831681574,1.6127838567197355,1.591064607026499,1.863322860120456,1.8750612633917,1.8512583487190752,1.8573324964312685,1.8692317197309762,2.041392685158225,1.954242509439325,1.9444826721501687,1.806179973983887,1.8325089127062364,1.724275869600789,1.6127838567197355,1.5185139398778875,1.4913616938342726,1.5440680443502757,1.2041199826559248,1.462397997898956,1.3010299956639813,1.2041199826559248,1.0791812460476249,0.7781512503836436,0.6020599913279624,0.47712125471966244,0.6020599913279624,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,1.7268445,0.0
Hong Kong,China,22.3,114.2,0.47712125471966244,0.0,0.6020599913279624,0.6020599913279624,0.0,0.0,0.47712125471966244,0.0,0.47712125471966244,0.3010299956639812,0.47712125471966244,0.0,0.47712125471966244,0.6989700043360189,0.6020599913279624,0.3010299956639812,0.3010299956639812,0.6020599913279624,1.0,1.0791812460476249,0.3010299956639812,0.6020599913279624,0.6020599913279624,0.0,0.3010299956639812,0.6020599913279624,0.47712125471966244,0.3010299956639812,0.7781512503836436,0.0,0.3010299956639812,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.9030899869919435,0.3010299956639812,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.6989700043360189,0.0,0.7781512503836436,0.0,0.47712125471966244,0.3010299956639812,0.8450980400142568,0.3010299956639812,0.7781512503836436,0.8450980400142568,0.6020599913279624,0.7781512503836436,0.8450980400142568,0.7781512503836436,1.0413926851582251,0.9030899869919435,1.3010299956639813,1.4471580313422192,1.6901960800285136,1.255272505103306,1.6532125137753437,1.6020599913279623,1.4913616938342726,1.0362694,0.0
Hubei,China,30.9756,112.2707,0.0,2.0253058652647704,2.3283796034387376,2.4742162640762553,2.5634810853944106,3.3287872003545345,0.0,3.130333768495006,2.9561684304753633,3.129689892199301,3.6047658847038875,3.3703280077795106,3.4992745818922173,3.475380593143361,3.3888114134735234,3.4536240735914507,3.332034277027518,3.4034637013453173,3.3218054838575393,3.214578953570499,0.0,4.171463165083844,3.792461731346951,3.2657609167176105,3.286456469746983,3.2571984261393445,3.228913405994688,2.5440680443502757,2.6148972160331345,2.3443922736851106,3.153204900084284,0.0,2.3096301674258988,2.6989700043360187,2.60422605308447,2.6127838567197355,2.503790683057181,2.6273658565927325,2.756636108245848,2.294466226161593,2.060697840353612,2.0644579892269186,2.130333768495006,2.103803720955957,1.8750612633917,1.6232492903979006,1.568201724066995,1.255272505103306,1.146128035678238,0.9542425094393249,0.7781512503836436,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,4.6606984,21.0
Hunan,China,27.6104,111.7088,0.7781512503836436,1.2041199826559248,1.3010299956639813,1.4313637641589874,1.505149978319906,1.6434526764861874,1.8976270912904414,1.7558748556724915,1.7481880270062005,1.7634279935629373,1.8750612633917,1.7708520116421442,1.863322860120456,1.8388490907372552,1.7075701760979363,1.792391689498254,1.505149978319906,1.5563025007672873,1.6232492903979006,1.5314789170422551,1.5440680443502757,1.3617278360175928,1.3222192947339193,1.146128035678238,0.6020599913279624,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.3010299956639812,0.47712125471966244,0.6020599913279624,0.0,0.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39292732,0.0
Inner Mongolia,China,44.0935,113.9448,0.0,0.3010299956639812,0.8450980400142568,0.0,0.6989700043360189,0.6989700043360189,0.3010299956639812,0.6020599913279624,0.3010299956639812,0.6020599913279624,0.6989700043360189,0.9030899869919435,0.3010299956639812,0.9030899869919435,0.6989700043360189,0.6989700043360189,0.47712125471966244,0.47712125471966244,0.6989700043360189,0.0,0.47712125471966244,0.3010299956639812,0.6989700043360189,0.6020599913279624,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333334,0.0
Jiangsu,China,32.9711,119.455,0.6989700043360189,0.6989700043360189,1.0,1.2041199826559248,1.1760912590556813,1.380211241711606,1.4771212547196624,1.4913616938342726,1.6020599913279623,1.5440680443502757,1.5440680443502757,1.5563025007672873,1.5797835966168101,1.5314789170422551,1.5185139398778875,1.5563025007672873,1.505149978319906,1.4771212547196624,1.3979400086720377,1.380211241711606,1.462397997898956,1.4471580313422192,1.380211241711606,1.0791812460476249,1.146128035678238,1.0,0.6020599913279624,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.0,0.6020599913279624,0.0,0.0
Jiangxi,China,27.614,115.7221,0.7781512503836436,1.0791812460476249,0.0,1.2787536009528289,1.568201724066995,1.5797835966168101,0.0,1.7323937598229686,1.8976270912904414,1.6720978579357175,1.6812412373755872,1.7708520116421442,1.9344984512435677,1.863322860120456,1.724275869600789,1.792391689498254,1.5797835966168101,1.6334684555795864,1.505149978319906,1.5314789170422551,1.6127838567197355,1.462397997898956,1.462397997898956,1.146128035678238,1.1139433523068367,0.7781512503836436,0.6020599913279624,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.106837615,0.0
Jilin,China,43.6661,126.1923,0.3010299956639812,0.47712125471966244,0.3010299956639812,0.0,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.7781512503836436,0.0,0.6020599913279624,0.8450980400142568,0.9542425094393249,1.0791812460476249,1.1139433523068367,0.7781512503836436,0.8450980400142568,0.6989700043360189,1.0,0.47712125471966244,0.3010299956639812,0.47712125471966244,0.3010299956639812,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0752689,0.0
Liaoning,China,41.2956,122.6085,0.3010299956639812,0.3010299956639812,1.146128035678238,0.6989700043360189,0.8450980400142568,0.9030899869919435,0.7781512503836436,0.47712125471966244,0.9030899869919435,1.2304489213782739,0.8450980400142568,0.6989700043360189,0.9030899869919435,0.9542425094393249,0.7781512503836436,0.7781512503836436,0.8450980400142568,0.47712125471966244,0.3010299956639812,0.6020599913279624,0.7781512503836436,0.3010299956639812,0.47712125471966244,0.0,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.6020599913279624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.0,1.5748031,0.0
Macau,China,22.1667,113.55,0.3010299956639812,0.0,0.0,0.6020599913279624,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.6020599913279624,0.47712125471966244,0.0,0.3010299956639812,0.8450980400142568,0.0,0.3010299956639812,0.0,0.0
Ningxia,China,37.2692,106.1655,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.6020599913279624,0.6989700043360189,0.3010299956639812,0.7781512503836436,0.6989700043360189,0.7781512503836436,0.47712125471966244,0.6020599913279624,0.6020599913279624,0.0,0.8450980400142568,0.6020599913279624,0.47712125471966244,0.0,0.6989700043360189,0.6989700043360189,0.7781512503836436,0.8450980400142568,0.6020599913279624,0.6020599913279624,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
